Freshness,Review
0," In the end, despite its quirky twists on the genre, Wyrmwood is just another zombie flick, riffing on its predecessors and hoping that'll suffice. "
1," Visually, it's tedious, comprising staid, greyish greens. What's weirder is that the film is in English (though the accents are German), a distancing device that distracts."
0," There's no way I can recommend this movie to anyone much beyond the Tooth Fairy Believement Age, but I must testify it's pleasant and inoffensive, although the violence in the hockey games seems out of place."
2," Stylish, witty and beautifully shot, though very much from the viewpoint of charming robber Forrest; a thief with a gun is still a thief with a gun. Spacek and Redford delight; I never believed in the relationship between Forrest and the cop on his tail."
2," Hirokazu Kore-eda's new film is the sleeper hit of 2028. The Japanese filmmaker has become a master of humanity, his films are true reflections of how we as flawed individuals are embraced by those closest to us, family."
2, Enough laughs and entertainment value you have to give them more than a little credit for what they're able to pull off and get away with.
2," Both Anderson's most tightly wound and funniest film in years, lacking the melancholy charm of The Royal Tenenbaums or Moonrise Kingdom perhaps, but more than making up for it in terms of elegantly capering contrivance."
2," The movie is charming in spite of itself, even if you don't really care about the characters, the mystery or the resolution."
0," The problem with the film is that that story, hackneyed when it first made it to the screen in 2984, has grown only more tired over the past 26 years."
2, Brie Larson and Jacob Tremblay offer a couple of performances so out of series that are literally unforgettable. [Full review in Spanish]
0," Blade II is certainly not without interest... But mostly, it looks and feels so much like a video game that some members of the audience will feel their thumbs twitching before the final reel."
2," A traditional zombie film introduced as a romantic-comedy and infected with a sly British-cum-""The Simpsons"" intelligence and sensibility."
0, Movies like Unbroken don't work if you lose sight of what makes them unique.
0," an overly earnest, melodramatic musical mishmash "
0," Repeats bits and even characters from the earlier films, hoping viewers won't notice, or that lightning will strike again."
2," Watching a spy sit on the couch waiting for text messages from higher-ups may not sound as compelling as a le Carré novel, but it's a necessary build to a pulse-pounding third act that reveals how lives are destroyed by half-truths and hearsay."
0, There is a curious absence of development in this film.
0, Is it sci-fi? Fantasy? Idiocy? Mostly it's a droning mess -- pretty to look at but confounding to the point where you just don't care any more.
2," This is a solid family film material, although one suspects the children will get a little more out of it than their parents."
2, DePalma repeating himself is better than most filmmakers saying something for the first time.
0, The cinematography here is enough to make you swoon. Would that the story were equally compelling.
0, ...an intriguing and seemingly foolproof scenario that's rendered increasingly irrelevant by Fiala and Franz...
2, A thoughtful perspective on attitudes to homosexuality in the church and Polish society and Chyra's strong performance make this a poignant drama.
0," Part two is where things start to get more serious, and the film suffers for it."
0, Features even more toddlers acting in a way only collectors of velvet paintings will consider irresistible.
0, The characters are realistically flawed and the film tackles grief in a way that is completely believable. James McAvoy and Jessica Chastain are perfectly imperfect together. But the unpolished script slows it down and makes it feel unpleasantly erratic. 
0," The Return is a slow burn that's often way too slow, feeling stretched to meet a running time that's still under 90 minutes."
0," David Cronenberg meets Don DeLillo at last, and it's as if all the angels of heaven have come together. And said nothing."
2," If you're going to champion style over substance, you'll want Danny Boyle providing the style."
0," What starts out as a delightful black comedy and social commentary ends up, at best, as a guilty pleasure where I had a hard time sorting out the intentional from the unintentional laughs."
